id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
580165,API,Google,No,No,0,4.0,132,1.33,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
641305,API,Organic Search,No,No,0,3.0,119,1.5,SMS Sent,,,No,No,No,No,No,No,13.0,15.0,No
588705,API,Chat,Yes,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
621280,Landing Page Submission,Google,Yes,No,0,6.0,652,3.0,Unsubscribed,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
612085,API,Google,No,No,1,3.0,1774,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
594569,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
618494,API,Google,No,No,0,2.0,155,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
637650,Landing Page Submission,Google,No,No,1,2.0,1059,2.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,18.0,No
594919,Landing Page Submission,Organic Search,No,No,0,10.0,144,5.0,Email Link Clicked,Hospitality Management,Unemployed,No,No,No,No,No,No,,,No
643623,Landing Page Submission,Google,No,No,0,3.0,1708,3.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,13.0,18.0,No
593999,API,Organic Search,No,No,1,5.0,1184,5.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
604856,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
654190,Lead Import,Facebook,No,No,0,,345,,,Select,Unemployed,No,No,No,No,No,No,13.0,13.0,No
612424,Landing Page Submission,Google,No,No,0,2.0,663,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
595743,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
655510,API,Organic Search,No,No,0,3.0,185,3.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,14.0,No
649470,API,Google,No,No,1,10.0,764,10.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,16.0,16.0,No
651736,API,Google,No,No,0,1.0,258,1.0,Converted to Lead,,,No,No,No,No,No,No,14.0,15.0,No
638579,Landing Page Submission,Google,No,No,0,4.0,1222,4.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No
599113,Landing Page Submission,Direct Traffic,No,No,0,2.0,183,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
654224,API,Google,No,No,0,2.0,156,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
613102,API,Chat,Yes,No,0,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
607491,Landing Page Submission,Direct Traffic,No,No,0,14.0,1595,14.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
603745,Landing Page Submission,Direct Traffic,No,No,1,2.0,424,2.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
641392,Landing Page Submission,Google,No,No,0,2.0,186,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,18.0,No
581283,Landing Page Submission,Organic Search,Yes,No,0,3.0,1314,3.0,Email Bounced,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,17.0,No
624363,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
645636,API,Google,No,No,1,6.0,1366,6.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
613326,Landing Page Submission,Direct Traffic,No,No,1,2.0,41,2.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,No
597516,API,Google,No,No,1,2.0,1416,1.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
655122,API,Google,No,No,1,3.0,578,3.0,Email Opened,Retail Management,Working Professional,No,No,No,No,No,No,15.0,15.0,No
636950,Landing Page Submission,Google,No,No,0,9.0,491,4.5,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,13.0,Yes
641734,Landing Page Submission,Google,No,No,0,6.0,555,6.0,SMS Sent,E-COMMERCE,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
627062,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
602259,Landing Page Submission,Direct Traffic,No,No,1,3.0,942,1.5,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
656402,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
646876,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
588564,Landing Page Submission,Google,No,No,0,4.0,285,4.0,Form Submitted on Website,Operations Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
615813,Landing Page Submission,Direct Traffic,No,No,1,6.0,954,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
630722,API,Google,No,No,0,2.0,1283,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
583515,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,15.0,No
582673,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,15.0,15.0,No
588003,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,18.0,No
653222,API,Google,No,No,0,2.0,32,2.0,Converted to Lead,,,No,No,No,No,No,No,13.0,15.0,No
589518,Landing Page Submission,Direct Traffic,No,No,1,8.0,642,2.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,No
643038,API,Google,No,No,1,4.0,932,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,12.0,No
586563,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No
615488,Landing Page Submission,Direct Traffic,No,No,0,2.0,877,2.0,SMS Sent,Media and Advertising,,No,No,No,No,No,No,,,Yes
654170,Lead Add Form,Reference,No,No,1,1.0,288,1.0,Email Link Clicked,E-Business,Unemployed,No,No,No,No,No,No,14.0,20.0,No
624169,Landing Page Submission,Google,No,No,1,2.0,1609,2.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,No
625939,Landing Page Submission,Google,No,No,0,2.0,179,2.0,Form Submitted on Website,Healthcare Management,,No,No,No,No,No,No,,,No
603490,Landing Page Submission,Google,No,No,1,7.0,1568,7.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
646729,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
580313,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,12.0,16.0,No
656457,Landing Page Submission,Google,No,No,1,1.0,214,1.0,Converted to Lead,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No
640385,API,Google,No,No,1,10.0,1489,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
653687,Landing Page Submission,Google,No,No,1,21.0,1885,3.5,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,16.0,20.0,Yes
600599,Landing Page Submission,Google,No,No,0,4.0,176,2.0,Email Opened,Retail Management,Unemployed,No,No,No,No,No,No,,,No
655140,Landing Page Submission,Google,No,No,0,3.0,110,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
627486,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
656448,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
601403,Landing Page Submission,Google,No,No,0,4.0,415,4.0,SMS Sent,Finance Management,,No,No,No,No,No,No,,,No
617213,Landing Page Submission,Direct Traffic,No,No,0,2.0,348,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
610833,Landing Page Submission,Direct Traffic,No,No,0,2.0,119,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
596233,Landing Page Submission,Direct Traffic,No,No,0,4.0,752,1.33,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
648612,Landing Page Submission,Direct Traffic,No,No,0,6.0,1026,6.0,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,13.0,14.0,No
584347,API,Chat,Yes,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
582517,Landing Page Submission,Google,No,No,0,5.0,46,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
615453,API,Organic Search,No,No,1,3.0,1757,1.5,SMS Sent,,,No,No,No,No,No,No,,,No
581303,API,Google,No,No,1,4.0,673,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No
614107,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
601846,Landing Page Submission,Google,No,No,0,8.0,1298,2.67,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,,,Yes
634813,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,15.0,19.0,No
631014,Landing Page Submission,Google,Yes,No,0,4.0,44,4.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,13.0,18.0,No
580072,Landing Page Submission,Google,No,No,0,5.0,180,5.0,Chat Conversation,Human Resource Management,,No,No,No,No,No,No,12.0,18.0,No
634298,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
585697,Landing Page Submission,Direct Traffic,No,No,1,2.0,1556,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,19.0,Yes
591109,Landing Page Submission,Direct Traffic,No,No,1,4.0,69,4.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,15.0,18.0,Yes
642165,API,Google,Yes,No,0,2.0,342,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,14.0,No
614729,Landing Page Submission,Direct Traffic,No,No,0,2.0,82,2.0,Email Opened,Hospitality Management,Unemployed,No,No,No,No,No,No,,,Yes
614324,Landing Page Submission,Google,No,No,1,2.0,1507,2.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
601915,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
600560,Landing Page Submission,Organic Search,Yes,No,0,3.0,244,3.0,Email Bounced,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
640869,API,Google,No,No,0,3.0,382,1.5,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
601394,Landing Page Submission,Direct Traffic,No,No,1,3.0,790,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
627247,API,Google,No,No,1,2.0,1567,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
597723,Landing Page Submission,Organic Search,No,No,1,6.0,1259,6.0,SMS Sent,Healthcare Management,Working Professional,No,No,No,No,No,No,,,Yes
621451,API,Google,No,No,1,2.0,1387,1.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
607149,Landing Page Submission,Direct Traffic,No,No,0,5.0,430,1.67,Form Submitted on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
629355,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,No
591659,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,504,1.0,Email Bounced,IT Projects Management,,No,No,No,No,No,No,15.0,14.0,No
621241,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,No
629053,Landing Page Submission,Google,No,No,1,5.0,1653,5.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
645755,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
619041,Landing Page Submission,Google,No,No,0,4.0,57,4.0,Email Opened,Operations Management,,No,No,No,No,No,No,,,No
616965,API,Organic Search,No,No,1,2.0,362,2.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,,,No
614973,API,Google,No,No,0,3.0,204,1.5,Converted to Lead,,,No,No,No,No,No,No,,,No
645184,Landing Page Submission,Google,Yes,No,0,6.0,148,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
621319,Landing Page Submission,Direct Traffic,No,No,1,2.0,575,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
631869,Landing Page Submission,Organic Search,No,No,0,4.0,502,4.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
596798,API,Google,No,No,0,2.0,137,2.0,Chat Conversation,,,No,No,No,No,No,No,,,No
655349,Landing Page Submission,Organic Search,No,No,1,5.0,1250,5.0,Email Opened,E-COMMERCE,Working Professional,No,No,No,No,No,No,15.0,13.0,Yes
638121,API,Direct Traffic,No,No,1,8.0,568,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
608567,Landing Page Submission,Referral Sites,Yes,No,0,7.0,259,2.33,Email Bounced,Select,,No,No,No,No,No,No,12.0,14.0,No
657327,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
615704,Landing Page Submission,Direct Traffic,No,No,1,3.0,39,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
636928,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
598251,Landing Page Submission,Google,No,No,0,7.0,202,7.0,Page Visited on Website,Operations Management,Unemployed,No,No,No,No,No,No,,,No
634175,Landing Page Submission,Google,No,No,0,4.0,115,2.0,Page Visited on Website,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No
580086,Landing Page Submission,Direct Traffic,No,No,0,2.0,54,2.0,Email Opened,Supply Chain Management,Student,No,No,No,No,No,No,15.0,19.0,Yes
580642,API,Google,No,No,0,2.0,195,2.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
588691,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,485,1.0,Email Bounced,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
587507,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,15.0,15.0,No
650102,Landing Page Submission,Google,No,No,1,5.0,542,5.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,15.0,18.0,No
654918,Landing Page Submission,Direct Traffic,No,No,1,2.0,1012,2.0,Form Submitted on Website,Finance Management,,No,No,No,No,No,No,13.0,18.0,Yes
632948,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
582156,Landing Page Submission,Direct Traffic,No,No,1,2.0,1370,2.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,19.0,Yes
608606,Landing Page Submission,Google,No,No,0,3.0,301,3.0,Email Opened,Retail Management,Unemployed,No,No,No,No,No,No,,,No
601783,Landing Page Submission,Direct Traffic,No,No,0,2.0,287,2.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
644282,API,Google,No,No,1,16.0,1059,3.2,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,12.0,15.0,No
606760,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Supply Chain Management,Working Professional,No,No,No,No,No,No,,,No
643227,API,Google,No,No,0,5.0,220,5.0,Chat Conversation,,,No,No,No,No,No,No,15.0,15.0,No
594531,Landing Page Submission,Direct Traffic,No,No,1,2.0,111,2.0,Email Opened,Healthcare Management,Working Professional,No,No,No,No,No,No,,,Yes
657990,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
619786,Landing Page Submission,Direct Traffic,No,No,1,2.0,1436,2.0,SMS Sent,Finance Management,,No,No,No,No,No,No,,,Yes
605278,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,,,No
642028,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,13.0,15.0,No
590757,API,Google,No,No,1,3.0,1664,3.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
594221,Landing Page Submission,Organic Search,No,No,0,3.0,89,1.5,Email Opened,"Banking, Investment And Insurance",Student,No,No,No,No,No,No,,,Yes
660540,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
622400,Landing Page Submission,Google,No,No,1,3.0,1137,1.5,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,No
581950,API,Google,No,No,0,2.0,350,1.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,16.0,No
602750,API,Organic Search,No,No,0,3.0,180,1.5,Email Opened,,,No,No,No,No,No,No,,,No
627871,API,Organic Search,No,No,1,2.0,353,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
595774,Landing Page Submission,Direct Traffic,No,No,0,4.0,13,2.0,Email Link Clicked,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
607799,Landing Page Submission,Google,No,No,1,7.0,1600,2.33,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,20.0,No
587876,Landing Page Submission,Google,No,No,0,6.0,544,6.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,No
642307,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
585688,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
584482,Landing Page Submission,Direct Traffic,No,No,0,3.0,106,3.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
621812,Landing Page Submission,Google,No,No,0,3.0,127,3.0,Email Opened,E-Business,Unemployed,No,No,No,No,No,No,,,No
585822,Landing Page Submission,Organic Search,No,No,1,7.0,854,3.5,Page Visited on Website,Business Administration,,Yes,No,No,No,No,No,14.0,17.0,No
628908,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
596601,Landing Page Submission,Direct Traffic,Yes,No,0,10.0,307,2.5,Page Visited on Website,Services Excellence,,No,No,No,No,No,No,,,Yes
582396,Landing Page Submission,Direct Traffic,No,No,0,2.0,660,2.0,Email Opened,"Banking, Investment And Insurance",Student,No,No,No,No,No,No,15.0,18.0,Yes
580604,Landing Page Submission,Organic Search,No,No,1,4.0,137,4.0,SMS Sent,Business Administration,,No,No,No,No,No,No,15.0,18.0,No
650319,API,Google,No,No,1,2.0,1303,2.0,Converted to Lead,IT Projects Management,Working Professional,No,No,No,No,No,No,15.0,12.0,No
630773,Landing Page Submission,Google,No,No,0,5.0,1049,5.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,No
608893,Landing Page Submission,Direct Traffic,No,No,1,3.0,1083,3.0,SMS Sent,Retail Management,Unemployed,No,No,No,No,No,No,,,Yes
